"","Escola","ID_ESCOLA","id_municipio","rede","n_alunos","IEE","anos_escolares","ideb","MEDIA_MT_SAEB_2019","MEDIA_LP_SAEB_2019","MEDIA_CN_SAEB_2019","MEDIA_CH_SAEB_2019","NSE10","p_SE","p_brancos","me_educMae","Latitude","Longitude"
"748","EMEF NILDO DO AMARAL JUNIOR PE",35068688,3550308,"municipal",50,0.75,"finais (6-9)",4.9,249.26,244.06,NA,NA,5.34,0.06,0.24,10,-23.5152272,-46.3940469
"749","EMEF SEBASTIAO FRANCISCO O NEGRO",35068697,3550308,"municipal",69,0.83,"finais (6-9)",4.5,241.08,237.48,NA,NA,4.46,0.1,0.22,7.16,-23.5608,-46.4696
"750","EMEF ALEXANDRE VANNUCHI LEME",35068706,3550308,"municipal",76,0.92,"finais (6-9)",5,261.42,263.68,NA,NA,5.21,0.16,0.22,9.03,-23.5723,-46.4037
"751","EMEF IDEMIA DE GODOY PROFA",35068718,3550308,"municipal",131,0.92,"finais (6-9)",4.8,246.29,257.76,NA,NA,5.22,0.18,0.37,10.69,-23.5366328,-46.4065512
"752","EMEF LUIS CARLOS PRESTES SEN",35068731,3550308,"municipal",113,0.75,"finais (6-9)",5.1,259.7,257.07,NA,NA,5.18,0.09,0.28,10.11,-23.5703822,-46.39982
"753","EMEF QUIRINO CARNEIRO RENNO PROF",35068743,3550308,"municipal",97,0.83,"finais (6-9)",4.8,247.08,253.69,NA,NA,4.8,0.1,0.32,10.1,-23.5544858,-46.3967003
"754","EMEF LUIZ GONZAGA DO NASCIMENTO JR - GONZAGUINHA",35068767,3550308,"municipal",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,4.74,NA,NA,NA,NA,NA
"755","EMEF MARIA RITA LOPES PONTES - IRMA DULCE",35068779,3550308,"municipal",79,0.83,"finais (6-9)",4.5,246.38,253.86,236.82,238.08,4.91,0.09,0.25,8.48,-23.6674,-46.7933
"756","EMEF CYRO ALBUQUERQUE DEP",35068780,3550308,"municipal",102,0.92,"finais (6-9)",5.1,267.79,272.57,NA,NA,5.63,0.05,0.35,10.08,-23.65080388,-46.75802024
"757","EMEF MARIO SCHENBERG PROF",35068792,3550308,"municipal",159,0.83,"finais (6-9)",4.6,237.47,247.43,NA,NA,4.88,0.07,0.21,8.49,-23.69339,-46.65297
"758","EMEF CARLOS AUGUSTO DE QUEIROZ ROCHA",35068809,3550308,"municipal",56,0.83,"finais (6-9)",5.1,253.71,251.67,NA,NA,4.77,0.09,0.25,10,-23.6815,-46.6449
"759","EMEF ELZA MAIA COSTA FREIRE PROFA",35068810,3550308,"municipal",80,0.83,"finais (6-9)",4.6,242.32,247.56,NA,NA,5.24,0.1,0.24,8.83,-23.6733,-46.6585
"760","EMEF MAURO FACCIO GONCALVES - ZACARIA",35068822,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,5.23,NA,NA,NA,-23.6678,-46.7486
"761","EMEF LORENCO MANOEL SPARAPAN PROF",35068834,3550308,"municipal",58,0.83,"finais (6-9)",4.5,260.1,266.07,NA,NA,4.9,0.05,0.28,9.31,-23.65696667,-46.753255
"762","EMEFM DERVILLE ALLEGRETTI PROF",35070178,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,5.76,NA,NA,NA,-23.5138597,-46.6267804
"763","EMEF ANTONIO ESTANISLAU DO AMARAL",35070185,3550308,"municipal",93,0.92,"finais (6-9)",5.1,256.84,261.15,NA,NA,5.13,0.14,0.37,9.4,-23.6994,-46.7832
"764","EMEF EUCLIDES DA CUNHA",35070191,3550308,"municipal",NA,1,"finais (6-9)",NA,NA,NA,NA,NA,5.22,NA,NA,NA,-23.6715,-46.7795
"765","EMEF JOAQUIM OSORIO DUQUE ESTRADA",35070208,3550308,"municipal",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,5.13,NA,NA,NA,-23.5997302,-46.4475461
"766","CEU EMEF CANDIDA DORA PINO PRETINI PROFA",35072230,3550308,"municipal",NA,1,"finais (6-9)",NA,NA,NA,NA,NA,5.21,NA,NA,NA,-23.6205261,-46.4565401
"767","ELIZABETH APARECIDA SIMOES MESQUITA PROFESSORA",35072503,3550308,"estadual",120,0.75,"finais (6-9)",4.7,256.26,256.01,NA,NA,5.35,0.03,0.29,9.46,-23.47065,-46.68578
"768","EMEF OLINDA MENEZES SERRA VIDAL PROFA",35074731,3550308,"municipal",120,0.83,"finais (6-9)",5,250.18,258.87,238.87,232.83,5,0.16,0.27,9.87,-23.5937424,-46.4002682
"769","EMEF ANNA LAMBERGA ZEGLIO VER",35074743,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,4.87,NA,NA,NA,-23.5907959,-46.40132
"770","EMEF JULIO DE GRAMMONT",35074767,3550308,"municipal",89,1,"finais (6-9)",4,227.18,224.9,NA,NA,4.53,0.13,0.2,8.41,-23.631763,-46.4573452
"771","EMEF ANALIA FRANCO BASTOS",35076132,3550308,"municipal",73,1,"finais (6-9)",5.4,276.98,266.42,NA,NA,5.58,0.22,0.27,10.44,-23.5274,-46.6002
"772","EMEF FRANCISCO DA SILVEIRA BUENO PROF",35076144,3550308,"municipal",43,0.75,"finais (6-9)",4.6,238.38,244.33,NA,NA,4.64,0.05,0.23,7.44,-23.6132,-46.5325
"773","EMEF MARIA ALICE BORGES GHION PROFA",35076181,3550308,"municipal",NA,1,"finais (6-9)",NA,NA,NA,NA,NA,4.97,NA,NA,NA,-23.58732,-46.7995
"774","EMEF BENEDITO DE JESUS BATISTA LAURINDO - PE BATISTA",35078759,3550308,"municipal",45,1,"finais (6-9)",5.3,252.28,265.16,NA,NA,4.66,0.13,0.22,8.52,-23.5892372,-46.5122986
"775","EMEF ELIAS SHAMMASS",35078773,3550308,"municipal",165,0.92,"finais (6-9)",3.9,223.75,227.64,NA,NA,4.81,0.1,0.27,7.75,-23.5787773,-46.3943358
"776","EMEF JOSE OLYMPIO PEREIRA FILHO",35078785,3550308,"municipal",53,0.67,"finais (6-9)",4.7,257.51,250.16,NA,NA,5.02,0.11,0.32,8.42,-23.6715,-46.7842
"777","EMEF ULYSSES DA SYLVEIRA GUIMARAES",35078797,3550308,"municipal",84,0.75,"finais (6-9)",4.6,248.62,256.3,NA,NA,4.94,0.07,0.27,10.39,-23.8325764,-46.709838
"778","EMEF JOSE AMERICO DE ALMEIDA",35083948,3550308,"municipal",166,1,"finais (6-9)",4.9,245.66,251.47,NA,NA,5.13,0.08,0.19,9.24,-23.4867665,-46.4180266
"779","EMEF SOLANO TRINDADE",35083963,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,5.23,NA,NA,NA,-23.584,-46.7913
"780","EMEF HENRIQUE FELIPE DA COSTA - HENRICAO",35085558,3550308,"municipal",101,0.83,"finais (6-9)",4.5,238.1,233.6,NA,NA,5.3,0.05,0.28,10.04,-23.5094543,-46.4088896
"781","EMEF ARLINDO CAETANO FILHO PROF",35087142,3550308,"municipal",58,0.83,"finais (6-9)",4.5,246.18,250.81,NA,NA,4.36,0.05,0.24,6.14,-23.61567307,-46.51030396
"782","EMEF VINICIUS DE MORAES",35087154,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,4.75,NA,NA,NA,-23.5987169,-46.4982869
"783","EMEF PLINIO DE QUEIROZ",35087191,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,5.2,NA,NA,NA,-23.6021,-46.4532
"784","EMEF ALCEU AMOROSO LIMA",35087282,3550308,"municipal",79,0.75,"finais (6-9)",4.6,242.23,244.68,NA,NA,4.63,0.14,0.25,8.22,-23.6210474,-46.4575551
"785","EMEF AIRTON ARANTES RIBEIRO PROF",35087661,3550308,"municipal",69,0.92,"finais (6-9)",4.8,253.59,252.6,NA,NA,5.02,0.06,0.22,8.97,-23.65659904,-46.74439089
"786","EMEF CECILIA MORAES DE VASCONCELOS PROFA",35090585,3550308,"municipal",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,4.45,NA,NA,NA,-23.4554,-46.6848
"787","CEU EMEF TEOTONIO VILELA SEN",35090591,3550308,"municipal",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,4.42,NA,NA,NA,NA,NA
"788","EMEF GREGORIO WESTRUPP PE",35090612,3550308,"municipal",59,0.83,"finais (6-9)",4.8,255.74,254.86,NA,NA,5.1,0.1,0.34,8.24,-23.6045889,-46.5059988
"789","EMEF IVETE VARGAS DEP",35090621,3550308,"municipal",44,0.92,"finais (6-9)",4.8,247.71,248.06,NA,NA,4.88,0.07,0.16,8.12,-23.60442726,-46.5004149
"790","EMEF VILANOVA ARTIGAS ARQ",35091340,3550308,"municipal",74,0.92,"finais (6-9)",4.7,241.49,248.75,NA,NA,4.98,0.12,0.26,8.23,-23.5999222,-46.5097313
"791","EMEF PAULO DUARTE",35091352,3550308,"municipal",107,0.83,"finais (6-9)",5,267.25,269.92,NA,NA,5.37,0.09,0.32,9.02,-23.6094886,-46.5016787
"792","EMEF MAURICIO GOULART",35091406,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,4.95,NA,NA,NA,-23.6028312,-46.404725
"793","EMEF VLADIMIR HERZOG",35091418,3550308,"municipal",NA,0.75,"finais (6-9)",NA,NA,NA,NA,NA,4.76,NA,NA,NA,-23.61015686,-46.39792003
"794","EMEFM OSWALDO ARANHA BANDEIRA DE MELLO",35091424,3550308,"municipal",189,0.92,"finais (6-9)",4.1,240.27,238.39,NA,NA,5.39,0.05,0.25,10.31,-23.5925533,-46.4067512
"795","EMEFM ANTONIO ALVES VERISSIMO",35092575,3550308,"municipal",124,1,"finais (6-9)",4.5,237.6,239.16,NA,NA,5.63,0.05,0.27,9.35,-23.43418167,-46.75192833
"796","EMEF JUSCELINO KUBITSCHEK DE OLIVEIRA PRES",35092745,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,5.21,NA,NA,NA,-23.564592,-46.396533
"797","EMEF EDUCANDARIO DOM DUARTE ANEXA AO",35092794,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,5.26,NA,NA,NA,NA,NA
"798","EMEF ANTONIO PEREIRA IGNACIO",35092952,3550308,"municipal",33,0.75,"finais (6-9)",4.5,242.05,226.18,NA,NA,5.21,0.06,0.18,9.5,-23.5852783,-46.405305
"799","EMEF AURELIANO LEITE",35092964,3550308,"municipal",NA,0.58,"finais (6-9)",NA,NA,NA,NA,NA,4.86,NA,NA,NA,-23.5931267,-46.3930426
"800","EMEF JOSE AUGUSTO CESAR SALGADO DR",35092976,3550308,"municipal",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,5.21,NA,NA,NA,NA,NA
"801","EMEF JOSE PEDRO LEITE CORDEIRO DR",35094785,3550308,"municipal",118,1,"finais (6-9)",4.9,255.91,259.23,NA,NA,4.86,0.18,0.23,9.05,-23.5081,-46.37
"802","EMEF HIPOLITO JOSE DA COSTA",35095606,3550308,"municipal",141,0.92,"finais (6-9)",5.4,267.91,262.97,NA,NA,4.74,0.12,0.24,7.85,-23.4378348,-46.5774474
"803","CEU EMEF DOMINGOS RUBINO PROF",35095631,3550308,"municipal",93,0.92,"finais (6-9)",5,248.99,252.88,NA,NA,5.1,0.06,0.32,8.84,-23.6216,-46.5008
"804","EMEF TEOFILO BENEDITO OTTONI",35095709,3550308,"municipal",100,0.83,"finais (6-9)",5.6,266.54,277.75,NA,NA,6.25,0.23,0.37,9.84,-23.5945,-46.798
"805","EMEF ROBERTO PATRICIO PROF",35098358,3550308,"municipal",66,0.83,"finais (6-9)",5.1,257.58,251.03,NA,NA,5.92,0.11,0.41,10.11,-23.47182333,-46.65442167
"806","EMEF HELIO FRANCO CHAVES CEL",35098371,3550308,"municipal",78,0.92,"finais (6-9)",5.1,261.79,257.96,NA,NA,5.08,0.09,0.29,8.95,-23.4282,-46.5829
"807","EMEF GERALDO SESSO JUNIOR",35098401,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,5.01,NA,NA,NA,-23.46863892,-46.69071386
"808","EMEF ALIPIO CORREA NETO PROF",35098462,3550308,"municipal",60,0.92,"finais (6-9)",4.8,248.98,257.43,NA,NA,5.2,0.1,0.23,8.58,-23.6122,-46.7499
"809","EMEF EDA TEREZINHA CHICA MEDEIROS PROFA",35098474,3550308,"municipal",49,0.83,"finais (6-9)",4.4,234.28,230.13,NA,NA,5.02,0.08,0.22,7.44,-23.6021,-46.7838
"810","EMEF PEDRO NAVA",35098486,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,5.1,NA,NA,NA,-23.5794,-46.7601
"811","EMEF VIANNA MOOG",35098498,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,4.48,NA,NA,NA,-23.5947,-46.7546
"812","EMEF PLINIO SALGADO",35098528,3550308,"municipal",105,1,"finais (6-9)",4.7,250.19,247.5,NA,NA,5.22,0.07,0.26,8.86,-23.7536178,-46.670266
"813","EMEF JOAO DE SOUZA FERRAZ PROF",35098536,3550308,"municipal",32,0.83,"finais (6-9)",5.9,279.6,286.01,NA,NA,5.5,0.12,0.41,10.32,-23.6895675,-46.6755048
"814","EMEF SYLVIO HECK ALM",35098541,3550308,"municipal",64,0.83,"finais (6-9)",4.9,249.17,258.05,NA,NA,4.79,0.14,0.28,8.89,-23.6889,-46.6589
"815","EMEF DEZOITO DO FORTE",35098565,3550308,"municipal",63,0.75,"finais (6-9)",5.5,264.91,264.6,NA,NA,5.17,0.22,0.33,9.5,-23.68670015,-46.75800943
"816","EMEF MODESTO SCAGLIUSI",35098577,3550308,"municipal",63,0.83,"finais (6-9)",4,242.58,248.02,NA,NA,5.22,0.13,0.17,8.92,-23.64720904,-46.76202206
"817","EMEF PRACINHAS DA FEB",35098589,3550308,"municipal",129,0.83,"finais (6-9)",5.5,263.79,273.85,NA,NA,5.44,0.09,0.3,10.1,-23.67489,-46.7382
"818","EMEF RICARDO VITIELLO PROF",35098590,3550308,"municipal",120,0.83,"finais (6-9)",5.2,269.32,273.03,NA,NA,5.22,0.09,0.29,10.34,-23.6679,-46.7764
"819","EMEF VERA LUCIA FUSCO BORBA PROFA",35098607,3550308,"municipal",55,0.83,"finais (6-9)",5.1,283.44,277.79,NA,NA,5.31,0.02,0.29,11.31,-23.6249,-46.7675
"820","EMEF 22 DE MARCO",35098619,3550308,"municipal",NA,0.67,"finais (6-9)",NA,NA,NA,NA,NA,5.08,NA,NA,NA,-23.63627648,-46.75006408
"821","EMEF ANTONIO ALVES DA SILVA SG",35098632,3550308,"municipal",58,0.83,"finais (6-9)",4.7,243.44,239.43,NA,NA,4.74,0.07,0.21,7.75,-23.6835,-46.7897
"822","EMEF JOAO PEDRO DE CARVALHO NETO DR",35098644,3550308,"municipal",62,0.83,"finais (6-9)",4.8,270.36,266.39,NA,NA,5.68,0.1,0.26,9.94,-23.678,-46.7714
"823","EMEF ASSAD ABDALA",35098668,3550308,"municipal",65,1,"finais (6-9)",5.5,269.06,258.03,NA,NA,5.31,0.12,0.28,9.71,-23.5532,-46.5178
"824","EMEF MALLET MAL",35098700,3550308,"municipal",66,0.75,"finais (6-9)",5,257.78,249.28,NA,NA,5.45,0.09,0.26,8.76,-23.5497366,-46.4264539
"825","EMEF AMELIA IMP DA",35098723,3550308,"municipal",66,0.83,"finais (6-9)",5.2,264.82,266.78,NA,NA,5.7,0.18,0.39,9.79,-23.6126845,-46.4852134
"826","EMEF BENEDITO MONTENEGRO PROF",35098735,3550308,"municipal",73,0.92,"finais (6-9)",5,263.87,257.82,NA,NA,5.09,0.05,0.18,8.29,-23.5952427,-46.4470604
"827","EMEF JOSE ERMIRIO DE MORAIS SEN",35098760,3550308,"municipal",92,0.83,"finais (6-9)",5.2,253.09,261.7,240.31,266.66,5.53,0.1,0.29,10.64,-23.4783097,-46.4273303
"828","EMEF JOSE HONORIO RODRIGUES",35098772,3550308,"municipal",59,0.92,"finais (6-9)",5.4,266.04,259.27,NA,NA,5.07,0.1,0.31,11.52,-23.49722,-46.4171749
"829","EMEF VIRGILIO DE MELLO FRANCO",35098784,3550308,"municipal",98,0.83,"finais (6-9)",5.2,269.1,270.85,NA,NA,4.67,0.13,0.2,9.16,-23.4837,-46.4146
"830","WANDER TAFFO MUSICO",35121484,3550308,"estadual",NA,0.75,"finais (6-9)",NA,NA,NA,NA,NA,5,NA,NA,NA,-23.6656048,-46.7608049
"831","EMEF PHILO GONCALVES DOS SANTOS PROFA",35122063,3550308,"municipal",98,1,"finais (6-9)",4.8,253.28,252.31,NA,NA,5.22,0.15,0.24,10.65,-23.4008,-46.745
"832","THAYANE LUZIMARA COSTA VALCACER PROFESSORA",35130321,3550308,"estadual",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,5.3,NA,NA,NA,-23.4363629,-46.7395743
"833","REPUBLICA DA COLOMBIA",35130333,3550308,"estadual",82,0.75,"finais (6-9)",4.3,242.87,240.14,NA,NA,4.89,0.1,0.17,8.87,-23.4538025,-46.6857181
"834","JARDIM CAPELA IV",35191224,3550308,"estadual",201,0.75,"finais (6-9)",5.4,257.53,267.66,NA,NA,5.17,0.06,0.33,8.04,-23.7185865,-46.782174
"835","EUDORO VILLELA",35191905,3550308,"estadual",111,0.75,"finais (6-9)",4.7,259.11,248.1,NA,NA,5.07,0.04,0.32,10.08,-23.685314,-46.7645334
"836","MARILSA GARBOSSA FRANCISCO PROFESSORA",35191917,3550308,"estadual",73,0.83,"finais (6-9)",4.9,251.53,260.79,NA,NA,5.2,0.07,0.38,8.89,-23.66160693,-46.74156678
"837","EMEF ERNANI SILVA BRUNO",35200001,3550308,"municipal",67,0.75,"finais (6-9)",4.7,244.69,250.3,NA,NA,5.2,0.09,0.31,9.6,-23.44632682,-46.70947157
"838","EMEF JOSE CARLOS DE FIGUEIREDO FERRAZ PREF",35200025,3550308,"municipal",101,0.92,"finais (6-9)",4.7,248.1,243.27,NA,NA,5.98,0.13,0.29,10.45,-23.5282,-46.4795
"839","EMEF EUZEBIO ROCHA FILHO",35200037,3550308,"municipal",55,0.83,"finais (6-9)",4.4,236.4,242.13,NA,NA,4.82,0.02,0.27,9.45,-23.525,-46.4054
"840","EMEF JULIO CESAR DE MELO E SOUSA-MALBA TAHAN PROF",35200049,3550308,"municipal",NA,1,"finais (6-9)",NA,NA,NA,NA,NA,5.5,NA,NA,NA,-23.5317,-46.443
"841","EMEF JOAO FRANZOLIN NETO PROF",35200050,3550308,"municipal",94,1,"finais (6-9)",4.9,253.65,262.04,NA,NA,5.55,0.09,0.29,10.14,-23.4988,-46.4927
"842","EMEF CAIO SERGIO POMPEU DE TOLEDO DEP",35200062,3550308,"municipal",121,0.92,"finais (6-9)",4.1,232.43,238.37,NA,NA,4.96,0.1,0.22,9.64,-23.5924799,-46.4165512
"843","EMEF PRESTES MAIA",35200086,3550308,"municipal",52,0.83,"finais (6-9)",5.5,274.31,278.19,NA,NA,4.88,0.12,0.27,8.41,NA,NA
"844","EMEF THEODOMIRO MONTEIRO DO AMARAL PROF",35200098,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,5.19,NA,NA,NA,-23.6779,-46.7977
"845","EMEF FERNANDO GRACIOSO",35201923,3550308,"municipal",78,0.75,"finais (6-9)",4.7,255.12,260.26,NA,NA,4.72,0.13,0.24,8.05,-23.4096,-46.7604
"846","EMEFM RUBENS PAIVA",35201947,3550308,"municipal",66,0.92,"finais (6-9)",5.3,264.36,277.09,NA,NA,5.23,0.06,0.26,8.42,-23.6064729,-46.5190525
"847","EMEF CLAUDIA BARTOLOMAZI PROFA",35201959,3550308,"municipal",122,0.92,"finais (6-9)",4.7,247.6,250.48,NA,NA,4.92,0.11,0.2,8.72,-23.5827138,-46.4119774
"848","EMEF FLORESTAN FERNANDES PROF",35201960,3550308,"municipal",117,0.83,"finais (6-9)",5.1,253.82,260.78,NA,NA,5.14,0.11,0.21,8.58,-23.76410275,-46.71282168
"849","EMEF ANNA SILVEIRA PEDREIRA",35201972,3550308,"municipal",48,0.92,"finais (6-9)",5.1,254.1,251.44,NA,NA,4.79,0.12,0.19,8.88,-23.66694172,-46.74171933
"850","EMEFM GUIOMAR CABRAL",35207639,3550308,"municipal",102,1,"finais (6-9)",4.7,251.55,238.94,NA,NA,6.01,0.15,0.38,10.41,-23.48219178,-46.72584966
"851","EMEFM ANTONIO SAMPAIO VER",35207676,3550308,"municipal",71,0.92,"finais (6-9)",4.4,269.36,263.41,NA,NA,5.43,0.07,0.25,9.89,-23.51417,-46.62676
"852","EMEFM DARCY RIBEIRO",35207755,3550308,"municipal",111,0.92,"finais (6-9)",5.8,268.68,279.96,NA,NA,5.99,0.14,0.42,10.74,-23.4947,-46.4424
"853","EMEF VICENTE AMATO SOBRINHO COM",35207779,3550308,"municipal",103,1,"finais (6-9)",5.6,270.96,275.48,NA,NA,5.07,0.17,0.25,8.91,-23.4940309,-46.3716837
"854","EMEF CLOTILDE ROSA HENRIQUES ELIAS PROFA",35207822,3550308,"municipal",102,0.83,"finais (6-9)",4.5,244.13,235.64,NA,NA,5.06,0.14,0.27,9.41,-23.58778924,-46.42151361
"855","EMEF MAILSON DELANE PROF",35207834,3550308,"municipal",NA,1,"finais (6-9)",NA,NA,NA,NA,NA,4.76,NA,NA,NA,-23.5870038,-46.3915055
"856","EMEF CARLOS CORREA MASCARO PROF",35207861,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,5.05,NA,NA,NA,-23.6046362,-46.4450529
"857","EMEF PERICLES EUGENIO DA SILVA RAMOS",35207895,3550308,"municipal",24,0.75,"finais (6-9)",4.4,247.17,234.08,NA,NA,4.59,0.04,0.33,6.55,-23.6093,-46.5821
"858","EMEF PAULO FREIRE PROF",35207949,3550308,"municipal",67,0.83,"finais (6-9)",4.2,254.36,248.42,NA,NA,4.2,0.15,0.33,7.15,-23.61663106,-46.72384452
"859","EMEF DAMIAO FREI",35207962,3550308,"municipal",183,0.92,"finais (6-9)",4.7,249.97,260.9,NA,NA,5.07,0.04,0.28,8.14,-23.7473554,-46.6681886
"860","EMEF JAIRO DE ALMEIDA PROF",35223141,3550308,"municipal",96,0.92,"finais (6-9)",4.7,242.35,244.75,NA,NA,4.82,0.1,0.24,8.19,-23.4133737,-46.7502838
"861","EMEF CELIA REGINA LEKEVICIUS CONSOLIN PROFA",35223165,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,4.28,NA,NA,NA,-23.5174,-46.5569
"862","EMEF LINO DE MATTOS SEN",35223219,3550308,"municipal",70,0.83,"finais (6-9)",5.2,254.17,261.92,NA,NA,4.8,0.07,0.29,9.18,-23.5038735,-46.4695256
"863","EMEF JOSE QUERINO RIBEIRO",35223232,3550308,"municipal",69,0.92,"finais (6-9)",4.8,254.97,256.63,NA,NA,5.6,0.1,0.32,11.24,-23.569,-46.4814
"864","EMEF ILEUSA CAETANO DA SILVA PROFA",35224236,3550308,"municipal",45,0.83,"finais (6-9)",4.9,265.8,263.44,NA,NA,5.31,0.07,0.33,9.11,-23.5998,-46.7767
"865","EMEF MILENA BENEDICTO PROFA",35233882,3550308,"municipal",107,0.92,"finais (6-9)",4.8,246.57,256.19,NA,NA,4.9,0.14,0.29,7.96,-23.4386,-46.7888
"866","EMEF HELLIO TAVARES DR",35233894,3550308,"municipal",89,0.83,"finais (6-9)",4.8,250.96,258.74,NA,NA,5.07,0.09,0.29,8.77,-23.5041824,-46.3718009
"867","EMEF THEREZA MACIEL DE PAULA PROFA",35233900,3550308,"municipal",NA,1,"finais (6-9)",NA,NA,NA,NA,NA,4.86,NA,NA,NA,-23.6320476,-46.4436666
"868","EMEF LUIZ ROBERTO MEGA PROF",35233912,3550308,"municipal",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,5.11,NA,NA,NA,-23.5653877,-46.4172976
"869","EMEF MARIA RITA DE CASSIA PINHEIRO SIMOES BRAGA PROFA",35233948,3550308,"municipal",110,0.92,"finais (6-9)",4.4,247.14,243.43,NA,NA,4.86,0.05,0.19,8.04,-23.65924306,-46.78319689
"870","EMEF JOSE BLOTA JUNIOR DEP",35233959,3550308,"municipal",79,0.83,"finais (6-9)",4.7,242.61,250.65,NA,NA,4.78,0.15,0.22,6.7,-23.7505,-46.7768
"871","EMEF FRANCISCO REBOLO",35233961,3550308,"municipal",55,0.92,"finais (6-9)",4.6,250.66,252.68,NA,NA,4.35,0.13,0.31,7.88,-23.6323,-46.7416
"872","EMEF VARGEM GRANDE",35233973,3550308,"municipal",142,0.83,"finais (6-9)",4.6,255.34,261.14,NA,NA,4.96,0.05,0.2,7.94,-23.8615593,-46.7126174
"873","EMEF FAZENDA DA JUTA",35233997,3550308,"municipal",74,1,"finais (6-9)",4.8,248.77,242.88,NA,NA,5.06,0.07,0.3,8.52,-23.6219138,-46.4856025
"874","EMEF JOAO DA SILVA",35242196,3550308,"municipal",68,0.92,"finais (6-9)",4.9,249.65,257.24,NA,NA,4.96,0.09,0.26,8.97,-23.75961954,-46.67936107
"875","CEU EMEF MANOEL VIEIRA DE QUEIROZ FILHO",35242202,3550308,"municipal",96,0.83,"finais (6-9)",5.2,260.34,271.81,NA,NA,5.1,0.12,0.2,9.88,-23.82873395,-46.72401164
"876","EMEF GIANFRANCESCO GUARNIERI",35242248,3550308,"municipal",75,0.92,"finais (6-9)",4.9,255.28,270.52,NA,NA,5.2,0.17,0.31,9.35,-23.661205,-46.76112167
"877","EMEF CHACARA SONHO AZUL",35242263,3550308,"municipal",85,0.83,"finais (6-9)",4.9,251.39,257.31,NA,NA,4.81,0.09,0.21,7.53,-23.73057762,-46.7928635
"878","EMEF JANUARIO MANTELLI NETO DEP",35242287,3550308,"municipal",67,1,"finais (6-9)",4.9,250.91,247.94,NA,NA,5.54,0.18,0.37,9.61,-23.4931,-46.496
"879","EMEF ZILKA SALABERRY DE CARVALHO",35242299,3550308,"municipal",94,0.92,"finais (6-9)",5,253.94,250.86,NA,NA,5,0.07,0.23,8.75,-23.45745768,-46.65806237
"880","EMEF DIAS GOMES",35243607,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,5.23,NA,NA,NA,-23.5442943,-46.3910337
"881","EMEF ROGE FERREIRA DEP",35243619,3550308,"municipal",102,1,"finais (6-9)",5.1,255.12,256.42,NA,NA,5.44,0.14,0.26,10.98,-23.4455,-46.7312
"882","EMEF HERBERT DE SOUZA - BETINHO",35245148,3550308,"municipal",62,1,"finais (6-9)",5.4,258.22,271.58,NA,NA,5.02,0.13,0.21,8.67,-23.69072674,-46.79373352
"883","EMEF PAULO CARNEIRO THOMAZ ALVES GEN",35245185,3550308,"municipal",122,0.92,"finais (6-9)",4.2,235.34,231.5,NA,NA,4.41,0.1,0.25,6.31,-23.5195,-46.5754
"884","CEU EMEF CESAR ARRUDA CASTANHO DEP",35246360,3550308,"municipal",100,0.83,"finais (6-9)",5,256.67,265.18,NA,NA,4.96,0.11,0.21,9.52,-23.6003,-46.7891
"885","EMEF ROBERTO PLINIO COLACIOPPO PROF",35246499,3550308,"municipal",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,5.31,NA,NA,NA,-23.65771781,-46.61386027
"886","EMEF WLADIMIR DE TOLEDO PIZA PREF",35247546,3550308,"municipal",105,0.83,"finais (6-9)",5.2,257.71,255.86,NA,NA,5.07,0.1,0.26,8.73,-23.6146,-46.4167
"887","EMEF ANTONIO RODRIGUES DE CAMPOS PROF",35248393,3550308,"municipal",82,0.92,"finais (6-9)",4.6,242.91,249.66,NA,NA,5.21,0.11,0.29,7.69,-23.42843137,-46.72870743
